Systemnummer,Barcode,Volltext,Verlagsort normiert ; GND-ID,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Marker,Werktitel,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe
AC10425489,Z201274103,http://data.onb.ac.at/ABO/%2BZ201274103,München; (DE-588)4127793-4,"Berg, Anna; (DE-588)1037509242","Berg, Anna; (DE-588)1037509242",1610,TravelogueD17 Europa Asien; TravelogueD17 Orient,"Beschreibung Einer Reiß aus Teutschland biß in das gelobte Landt Palaestina, unnd gen Jerusalem, auch auff den Berg Synai","Beschreibung Einer Reiß auß Teutschland biß in das gelobte Landt Palæstina, vnnd gen Jerusalem/ auch auff den Berg Synai/ von dannen widerumb zu ruck auff Venedig vnd Teutschlandt; Durch den Edlen vnnd Gestrengen Herrn Bernhard Walther/ von Walterßweyl/ Fürstl. Durchl. Ertzherzog Maximiliani Ernesti/ zu Oesterreich/ etc. Cammerer und obrister Stallmeister eygner Person besichtigt/ vnd beschriben. Gott dem Allmechtigen zu forderst vnd vnserm Herrn Jesu Christo zu ehrn vnd lobwürdigister gedechtnuß. Wie auch sein heiliges Grab/ warhafftiger eygentlicher form vnd gestalt/ wie solches noch auff heutigen tag in der Statt Jerusalem zusehen ist/ durch schöne Figuren mennigklich zu gutem für augen gestelt. Darneben auch mehrerley denckwürdige sachen vmbstendig vermeldet werden"
AC10434248,Z17845860X,http://data.onb.ac.at/ABO/%2BZ17845860X,Stuttgart; (DE-588)4058282-6,"Endter, Johann Andreas;;Endter, Wolfgang; (DE-588)128893486;;(DE-588)128893540","Rößlin, Johann Weyrich; (DE-588)139610618",1658 [1659],TravelogueD17 Europa Asien Afrika; TravelogueD17 Orient,Warhafftige Reiß-Beschreibung,"Warhafftige Reiß=Beschreibung/; Auß eigener Erfahrung/ Von Teutschland/ Croatien/ Jtalien/ denen Jnsuln Sicilia, Maltha, Sardinia, Corsica, Majorca, Minorca, Juica und Formentera , deßgleichen von Barbaria, Egypten/ Arabien/ und dem gelobten Lande ; wie auch von Hispanien/ Franckreich/ Niderland/ Lothringen/ Burgund/ und andern Orthen. Und was sich hin und her/ sowol zu Land/ als auch bey unterschidlichen gefährlichen Schiff=fahrten/ auff dem Hadriatischen und Mediterraneischen Meer/ in Galleonen/ Vasellen/ Galleen/ Fregaten/ Falucken/ und dergleichen Schiffen. Nicht weniger bey denen wunderbahren brennenden Bergen/ als dem Vesuvio bey Neaples; la Sol fatara bey Puzzuolo; dem Stromboli und Vulcano, mitten im Meer nahend bey wie auch dem Montgibello (sonsten Æthna genant) in Sicilia gelegen. So dann in den Frantzösisch=Spannisch=Niderländisch= und andern Kriegen/ bey Scharmützeln/ Belägerungen und Haupt=Schlachten/ begeben und zugetragen/ etc.; Auff der  Eilffjährigen Reise/ Hieronymi Welschen/ Fürstl. Würtemberg. Rent=Cammer=Rahts. Von ihme selbsten beschrieben und verfertiget"
AC14470439,Z168355408;Z16835300X,http://data.onb.ac.at/ABO/%2BZ168355408;http://data.onb.ac.at/ABO/%2BZ16835300X,Frankfurt am Main; (DE-588)4018118-2,Levinus Hulsius Erben; (DE-588)6146897-6,"Hoffmann, Wolfgang; (DE-588)129072931",1629,TravelogueD17 Nordamerika,<<A>> discourse and discovery of Newfoundland; 1620,"Zwanzigste Schiffahrt/ oder Gründliche vnd sattsame Beschreibung deß Newen Engellands:; Wie auch Außführliche Erzehlung von Beschaffenheit der Landschafft Virginia, vnd der Insel Barmuda, deren man bißhero schlechte vnnd vnvollkommene Wissenschafft gehabt/ an jetzo ab durch dero Landt erfahrne Leuht/ volliglich an Tag gegeben"
AC07795683,Z166658906,http://data.onb.ac.at/ABO/%2BZ166658906,Nürnberg; (DE-588)4042742-0,"Scherff, Balthasar; (DE-588)131752049","Scherff, Balthasar; (DE-588)131752049",1613,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,Neue Reysbeschreibung eines Gefangenen Christen,Neue Reysbeschreibung eines Gefangenen Christen/; Wie derselbe neben anderer Gefährligkeit zum sibenden mal verkaufft worden/ welche sich Anno 1604. angefangen/ vnd 1611. jhr end genommen/ darinnen außführlich zu finden/ die Stätt/ Länder vnd Königreich/ sampt deroselben Völcker/ Sitten vnd Gebräuch/ so vil er in werender Reys gesehen vnd erfahren. Jnsonderheit von der Türcken vnd Araber Järlichen Walfahrt von Alcairo nach Mecha/ jhren Opffern vnd Ceremonien daselbsten: Von deß Mahomets Begräbnuß zu Media Talnabi: Von dem roten Meer vnd einer drey vierteljährigen gefährlichen Schiffart nach Gemen ins Abyssiner Land: Vom Berg Synai/ vnd anderer gelegenheit/ etc. Jtem von der Statt Jerusalem/ deß H. Grabs/ deß Tempels Salomonis/ vnd der Statt Damasco/ Cypern/ Rhodis/ Wie auch der grosen Statt Alcairo/ vnd dem Fluß Nilo/ sampt der Egypter Gebräuch vnd Sitten. Deßgleichen von der Statt Constantinopel : deß Türckischen Käysers Hofhaltung: der Türcken Leben vnd Wandel. Endlich wie er durch Poln wider inn Teutschland kommen: Sampt einer Landtafel/ darinnen seine vornehmste Reysen Jn IIII. vnterschiedlichen Büchern begriffen; Auffs fleisigst eigner Person Beschrieben und außgestanden Durch Johann Wilden/ Burgern inn Nürnberg. Mit einer Vorrede Salomon Schweiggers/ Predigers  zu vnser Frauen daselbsten
AC06341129,Z180798408,http://data.onb.ac.at/ABO/%2BZ180798408,Oldenburg (Oldenburg); (DE-588)4043457-6,"Zimmer, Heinrich Konrad; (DE-588)1037522222","Zimmer, Heinrich Konrad; (DE-588)1037522222",1664,TravelogueD17 Südamerika,,<<Der>> Americanischen Neuen Welt Beschreibung/; Darinnen deren Erfindung/ Lager/ Natur/ Eigenschaft/ Sitten/ Barbarey/ und unerhörte Grausamkeit der Einwohner/ Thier/ Vögel/ Fischen und anderer; Beneben einer wunderbaren Schiffart und Reise Beschreibung nach Brasilien Hans von Staden/ bürtig aus Homburg in Hessen; Was er vor selzame wunderbare Länder und wilde Leute gesehen; Was er innerhalb acht Jahren ausgestanden/ und wie der högste GOtt ihn aus so Vielfaltiger groser Gefahr erettet habe etc. Mit vielen nachdenklichen Fragen und nothwendigen Figuren ausgezieret und zusammen getragen; Durch Hans Just Wynkelmann
AC10452705,Z155909002,http://data.onb.ac.at/ABO/%2BZ155909002,Nürnberg; (DE-588)4042742-0,"Endter, Johann Georg; (DE-588)1037531574","Lichtenthaler, Abraham; (DE-588)121969061",1686,TravelogueD17 Asien,,<<Joh. Sigmund Wurffbains>> Vierzehen Jährige Ost=Jndianische Krieg= und Ober=Kauffmanns=Dienste/ Jn einem richtig geführten Journal- und Tage=Buch; Jn welchem Viel Denckwürdige Begebenheiten/ wohlbeglaubte Erzehlungen/ fern entlegener Länder und dero Einwohner annehmliche Beschreibungen/ ausländischer Gewächse und Thiere deutliche Erklärungen/ samt vielen in Handlungs=Sachen dienlichen Wichtigkeiten vorgestellt werden; Auff vielfältig und offt wiederholtes Begehren mit unterschiedlichen Kupffern gezieret/ endlich an den Tag gelegt Von J. P. W. D.
AC07913036,Z159948701;Z160596502,http://data.onb.ac.at/ABO/%2BZ159948701;http://data.onb.ac.at/ABO/%2BZ160596502,Frankfurt am Main; (DE-588)4018118-2,"Merian, Matthaeus; (DE-588)118581090",,1640,TravelogueD17 Europa,,"Itinerarium Italiæ Nov-Antiquæ: Oder/ Raiß=Beschreibung durch Jtalien;; Darinn Nicht allein viel vnderschiedliche Weg durch das Welschland selbsten/ vnd in dasselbe / auß Teutschland vnd Franckreich/ vber das Gebürg/ oder die Alpen/ sampt den Meilen/ verzeichnet/ vnd das alte Jtalien mit dem jetzigen Welschland verglichen: Sondern auch desselben vornehmbste Landschafften/ Stätt/ Vestungen/ vnd andere Ort/ sampt jhren Qualitäten/ Raritäten/ Antiquitäten/ vnd zugehörigen Sachen/ so die Natur/ vnd Kunst/ denselben vorgebildet vnd beschrieben ; Deßgleichen allerhand Erinnerungen/ von den jetzigen Potentaten in Jtalia/ den vornehmsten Fürstlich= vnd andern Häusern/ vnd Geschlechten daselbst: dem Geistlich= vnd Politischen Stand/ Regiments- vnd andern Sachen ; der Jnnwohner Sitten/ Gebräuchen/ vnd dergleichen/ mit eingebracht/ vnd biß auff vnsere jetzige Zeit/ deducirt werden:; Alles/ zum Theil auß eygener Erfahrung/ zum Theil aber auß den besten alten und newen Scribenten/ auch vielen in vnderschiedlichen Spraachen gedruckten/ vnd geschriebenen Raißbüchern/ so wiel deren zu bekommen gewesen/ mit Fleiß colligirt, vnd in offenen Druck gegeben Durch Martinum Zeillerum"
AC07061072,Z95512104,http://data.onb.ac.at/ABO/%2BZ95512104,Frankfurt am Main; Oppenheim; (DE-588)4018118-2; (DE-588)4043637-8,"Bry, Johann Theodor <<de>>; (DE-588)11851640X","Hoffmann, Nikolaus; (DE-588)1037502779",1617,TravelogueD17 Nordamerika,,"America, Das ist/ Erfindung und Offenbahrung der Newen Welt/ deroselbigen Völcker Gestalt/ Sitten/ Gebräuch/ Policey und Gottesdienst/; in dreyßig vornemste Schifffahrten kürtzlich vnnd ordentlich zusammen gefasset/ vnd mit seinen Marginalien vnnd Register erkläret: Durch M. Philippum Ziglerum von Würtzburg/ E.C. Vnd Vber die vorigen mit vielen Newen vnnd nohtwendigen Landtaffeln und Kupfferstücken/ auffs schönste gezieret/ vnd in Truck gegeben Von Iohan-Theodoro De Bry, Buchhändlern vnnd Bürgern zu Oppenheim"
AC10306082,Z181207700,http://data.onb.ac.at/ABO/%2BZ181207700,Köln; (DE-588)4031483-2,"Grevenbroich, Gerhard; (DE-588)119691922","Grevenbroich, Gerhard; (DE-588)119691922",1606,TravelogueD17 Orient; TravelogueD17 Asien Europa,Devotissimo viaggio di Gerusalemme; 1587,Deliciæ Hierosolomytanæ & totius Palæstinæ. Das ist/ Bilgerfahrt in das Heilige Land/; darin[n] nicht allein dasselbige sampt seinen heiligen Ortern zu Jerusalem Bethlehem/ Bethanien/ vnnd an dem Fluß Jordan/ etc. angezeigt werden. Neben einer schönen vnd notwendigen vnderweysung/ was zu solcher Reiß nötig/ Wie man dieselbige anfahen vnd auff dem gantzen Weg sich verhalten soll: Dergleichen zuuor nie in Truck außgangen; Erstlich in Jtalianischer Spraach beschrieben durch Herrn Johan Schwallarten Rittern des H. Grabs. Jetzo aber verteutscht durch G. E. L.
AC08188792,Z166652709,http://data.onb.ac.at/ABO/%2BZ166652709,München; (DE-588)4127793-4,"Wagner, Johann; (DE-588)1037507517","Schell, Johann Wilhelm; (DE-588)1037519302",1661,TravelogueD17 Asien Europa; TravelogueD17 Orient,,"Blumen=Buch/ Deß Heiligen Lands Palestinæ,; So in drey Bücher abgetheilt; Durch Patrem Fr. Electvm Zwinner, deß H. Ordens S. Francisci  der strengeren Observ: der Böhmischen Provintz  Alumnum. General Prediger/ Dissinitorem, vnd gewesten Commissarij deß H. Lands/ in Druck gegeben"
AC09974252,Z168351105,http://data.onb.ac.at/ABO/%2BZ168351105,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Friedrich <<van>>; (DE-588)123645336","Palthenius, Hartmann; (DE-588)1037516532",1625,TravelogueD17 Asien,Verhael vande Reyse by de Hollandtsche Schepen gedaen naer Oost Indien,Erste Schiffart JN die Orientalische Jndien/ So die Holländische Schiff/ im Martio 1595. außgefahren/ vnd im Augusto 1597. wiederkommen/ verricht; Darinn kürtzlich/ doch warhafftiglich der gantze Success der Reyse erzehlet wird; Mit etlichen nöthigen Erklärung/ Carten und Figuren gezieret / Durch Levinvm Hvlsivm
AC09974250,Z168354507,http://data.onb.ac.at/ABO/%2BZ168354507,Nürnberg; (DE-588)4042742-0,"Hulsius, Levinus; (DE-588)117056235","Lochner, Christoph; (DE-588)103751873X",1603 [1602],TravelogueD17 Europa Afrika Südamerika Nordamerika Asien Ozeanien,"Kurtze, Warhafftige Relation und beschreibung der Wunderbarsten vier Schiffarten, so jemals verricht worden","Sechste Theil/ Kurtze/ Warhafftige Relation vnd beschreibung der Wunderbarsten vier Schiffarten/ so jemals verricht worden. Als nemlich: Ferdinandi Magellani Portugalesers/ mit Sebastiano de Cano. Francisci Draconis Engeländers. Thomæ Candisch Engeländers. Oliuarij von Noort, Niderländers. So alle vier vmb den gantzen Erdtkreiß gesegelt; auß vnterschiedenen authoribus vnd sprachen zusamen getragen/ vnd mit nötigen Landt Charten/ feinen Figurn vnd nützlichen erklerungen geziert/ vnd verfertiget. Durch/ Levinum Hulsium"
AC05861732,Z168351609,http://data.onb.ac.at/ABO/%2BZ168351609,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Friedrich <<van>>; (DE-588)123645336","Palthenius, Hartmann; (DE-588)1037516532",Jm Jahr 1626,TravelogueD17 Europa Afrika Südamerika Nordamerika Asien Ozeanien,"Kurtze, Warhafftige Relation und beschreibung der Wunderbarsten vier Schiffarten, so jemals verricht worden","Sechster Theil/ Kurtze/ Warhafftige Relation vnnd Beschreibung der Wunderbarsten vier Schiffarten/ so jemals verricht worden; Als nemlich: Ferdinandi Magellani Portugalesers/ mit Sebastiano Cano. Francisci Draconis Engeländers. Thomæ Candisch Engeländers. Oliuarij von Noort, Niderländers. So alle vier vmb den gantzen Erdtkreiß gesegelt/; auß vnterschiedlichen Authoribus vnd Sprachen zusamen getragen/ vnd mit nöthigen LandtCharten/ feinen Figurn vnd mützlichen Erklärungen gezieret/ vnd verfertiget. Durch Levinum Hulsium"
AC11093681,Z185144307,http://data.onb.ac.at/ABO/%2BZ185144307,Frankfurt am Main; (DE-588)4018118-2,"Bry, Johann Theodor <<de>>;;Bry, Johann Israel <<de>>; (DE-588)11851640X;;(DE-588)118516396","Richter, Wolfgang; (DE-588)1037505204",1606,TravelogueD17 Asien,,"Appendix. oder Ergäntzung deß achten Theils Der Orientalischen Jndien/ Begreiffend drey Schiffarten/; Eine/  von Cornelio Niclas/ vnter der Admiralschafft Iacobi von Neck/ in vier Jahren/ Die ander/ von Cornelio von der Ven/ in zweyen Jahren/ Die dritte/ vnter der Admiralschafft Stephani von der Hagen/ in dreyen Jahren verrichtet. Jn welchen etliche Victorien wieder die Portugesische Kracken oder Schiffe/ sonderlich aber die jüngste Eroberung vnd Einnemmung der Portugesischen Festungen Annabon vnd Tidor, kürtzlich vermeldet werden.; Alles auß Niderländischer Verzeichnus in Hochteutscher Sprach beschrieben/ Durch M. Gothart Arthus von Dantzick. Mit schönen Kupfferstücken gezieret vnd an Tag geben/ Durch Johann Theodor vnd Johann Jsrael de Bry Gebrüder"
AC05859839,Z168354702,http://data.onb.ac.at/ABO/%2BZ168354702,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Maria; (DE-588)1174910941","Becker, Matthäus; (DE-588)1037514084",1608,TravelogueD17 Asien,Kurze Beschreibung etlicher Reisen so die Holländer und Seeländer in die OstIndien von Anno 1599 biß Anno 1604 getan und was ihnen auf denselben begegnet,Achte Schiffart oder Kurtze Beschreibung etlicher Reysen so die Holländer vnd Seeländer in die Ost Jndien von Anno 1599 biß Anno 1604 gethan: vnd was jhnen auff denselben begegnet; Zusammen gebracht durch Weyland Leuinum Hulsium
AC13780349,Z168351804,http://data.onb.ac.at/ABO/%2BZ168351804,Frankfurt am Main; (DE-588)4018118-2,"Le Blon, Christoph; (DE-588)129782793",,1640,TravelogueD17 Asien,Kurze Beschreibung etlicher Reisen so die Holländer und Seeländer in die OstIndien von Anno 1599 biß Anno 1604 getan und was ihnen auf denselben begegnet,Achte Schiffahrt/ oder Kurze Beschreibung etlicher Reysen/ so die Holländer und Seeländer in die Ost Jndien von Anno 1599. biß Anno 1604. gethan: vnd was ihnen auff denselben begegnet; Zusammen gebracht durch Weyland Levinum Hulsium
AC05859864,Z168351907,http://data.onb.ac.at/ABO/%2BZ168351907,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Maria; (DE-588)1174910941","Kempfer, Erasmus; (DE-588)1037504186",1612,TravelogueD17 Asien Ozeanien,"Gründtliche Erklärung, was sich mit den Holl- unnd Seeländern in Ost-Indien Anno 1604, und 1605. unter dem Admiral Steffan von der Hagen zugetragen",Neundte Schiffart/ Das ist: Gründliche Erklärung/ was sich mit den Holl= vnd Seeländern in Ost=Jndien Anno 1604. vnd 1605. vnter dem Admiral Steffan von der Hagen zugetragen/ vnd wie sie endlich in jüngst abgeloffenem Aprili mit zwey Schiffen in Hollandt ankommen
AC06602256,Z168354908,http://data.onb.ac.at/ABO/%2BZ168354908,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Maria; (DE-588)1174910941","Becker, Matthäus; (DE-588)1037514084",im Jahr M. DC. VIII.,TravelogueD17 Afrika Asien,,Zehende Schiffart oder Reyse der Holländer vnnd Seeländer in Ost Jndien beschehen vnder dem Admiral Cornelis Matelief dem Jungen/ so mit eylff grossen Schiffen Anno 1605. den 12. Maij auß Hollandt abgeloffen vnd im Mertzen dieses 1608. nach gehaltener Schlacht vor Malacca wider mit zweyen Schiffen wol ist angekommen; Zusammen gebracht vnnd beschrieben auß Niderländischer Verzeichnuß durch einen Liebhaber der Schiffahrten
AC05861582,Z168352006,http://data.onb.ac.at/ABO/%2BZ168352006,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Maria; (DE-588)1174910941","Kempfer, Erasmus; (DE-588)1037504186",1613,TravelogueD17 Afrika Asien,,Zehende Schiffart oder Reyse der Holländer und Seeländer in OstJndien/ beschehen unter dem Admiral Cornelis Matelief dem Jungen/ so mit Eylff grossen Schiffen anno 1605. den 12. Maij auß Hollandt abgeloffen vnd im Mertzen dieses 1608. nach gehaltener Schlacht vor Malacca wider mit zweyen Schiffen wol ist ankommen. Zusammen gebracht vnnd beschrieben auß Niderländischer Verzeichnuß durch einen Liebhaber der Schiffahrten
AC14470845,Z168353102,http://data.onb.ac.at/ABO/%2BZ168353102,Frankfurt am Main; (DE-588)4018118-2,Levinus Hulsius Erben; (DE-588)6146897-6,"Hoffmann, Wolfgang; (DE-588)129072931",1629,TravelogueD17 Südamerika Nordamerika,,"<<Die>> ein vnd zwantzigste Schifffahrt/ Oder Gründliche/ vnd vmbständliche fernere Beschreibung der vollkomnesten Landtschafft Brasilien/ Americæ, vnd deroselben Jnnwohner vnd Sitten/ mit sampt einem angehenckten Verlauff/ wie ein Engellendischer Capiteyn/ Parcket genant/ S. Vincentem, vnd den Portum Bellum erobert; Jtem: Was Gestalt/ der schöne Portus vnd Hafe Totos los Sanctos, sampt der Statt Salvator in Anno 1624. von den Holländern gewunnen/ vnd hernach wider verlassen worden. Jtem: Ein Vollkömlicher Discurs, wie die Spanische Silber=Flotta in der Jnsul Cuba, in der Baia Matanca in Anno 1628. von den Mannschafften Peter Peters Heyn/ vnd Admiral Henrich Cornelius Loncq erobert vnd glücklich  in Hollandt eingebracht worden"
AC11092682,Z185157302,http://data.onb.ac.at/ABO/%2BZ185157302,Frankfurt am Main; (DE-588)4018118-2,"Bry, Johann Theodor <<de>>;;Bry, Johann Israel <<de>>; (DE-588)11851640X;;(DE-588)118516396","Becker, Matthaeus; (DE-588)119615959",[1601],TravelogueD17 Nordamerika Südamerika,,"Neundter vnd Letzter Theil Americæ, Darin[n] gehandelt wird/ von gelegenheit der Elementen/ Natur/ Art vnd eigenschafft der Newen Welt:; Jtem von derselben Völcker/ Abergläubischen Götzendienst/ Policey vnd Regiments Ordnung : Beneben einem feinen Register oder Catalogo, aller Könige/ von anfang jhrer Königreich an/ biß auff den letzten König der Mexicaner, Moteçuma genannt/ den andern deß Nahmens/ Sampt eÿgentlicher Beschreibung der Wahl/ Krönung/ vnd Todt derselben/ vnd letzlich was diese Jndianer für Krieg wider einander geführet haben. Alles auffs trewlichst aus Niederländischer Beschreibung Iohan. Hugen von Lintschotten/ in vnser Hochteutsche Sprache versetzet/ durch Iohannem Humberger VVetterauium. Ferner auch von der Reise der fünff Schiffe/ so im Junio deß 1598. Jahrs/ in Hollandt außgefahren/ der meynung/ durch das Fretum Magelanum zu den Moluckischen Jnseln zu schiffen/ wie sie nemlich von einanderkommen vnd zerstrewet worden/ also daß nur allein der Hauptmann Sebald de VVeert, sampt noch einem Schiff beysammen blieben/ vnd auff die vier Monat lang/ mit grosser gefahr in dem Freto sich auffgehalten/ Welcher auch endlich/ als er vber die 2. Jahr auff solcher Reise elendiglich zugebracht/ mit einem Schiffe/ Anno 1600. vnverrichter Sache wider anheim kommen. Zu nutz  vnd ergetzlichkeit Teutscher Nation/ aus Niederländischer Sprach beschrieben/ durch M. Gothardt Artus von Dantzig. Alles mit schönen Kupfferstücken gezieret/ vnd an Tag gegeben/ durch Dietrichs de Bry seligen Wittib/ vnd zween Söhne"
AC11092742,Z185157600,http://data.onb.ac.at/ABO/%2BZ185157600,Oppenheim; (DE-588)4043637-8,"Bry, Johann Theodor <<de>>; (DE-588)11851640X","Galler, Hieronymus; (DE-588)136199127",1618,TravelogueD17 Nordamerika,,"Zehender Theil Americæ Darinnen zubefinden: Erstlich/ zwo Schiffarten Herrn Americi Vesputii vnter König Ferdinando in Castilien vollbracht; Zum andern: Ein gründlicher Bericht von dem jetzigen Zustand der Landschafft Virginien, wie nemlich der Friede mit den Jndianern/ vollzogen/ vnd von den Englischen zum Schutz deß Lands allda ettliche Stätt vnd Vestung erbawet worden. Beneben einer Heyrath deß Königs Powhatans in Virginien Tochter/ mit einem vornemmen Englischen/ durch Raphe Homar einen Secretarien in Virginien beschrieben/ in hochteutsch vbersetzt. Zum dritten: Ein warhafftige Beschreibung deß newen Engellands/ einer Landschafft in Nord-Jndien/ eines Theils in America, von Capitein Johann Schmiden/ Rittern vnd Admiraln beschrieben/ neben einem Discurs, wie er auff der andern Reyse von den Frantzosen gefangen/ vnd widerumb Anno 1616. erlediget worden. Alles mit schönen Kupfferstücken gezieret/ vnd in Truck gegeben/ in Vorlegung Johan=Theodor de Bry/ Kunst= vnd Buchhändlers"
AC11092890,Z185157703,http://data.onb.ac.at/ABO/%2BZ185157703,Frankfurt am Main; (DE-588)4018118-2,"Merian, Matthaeus; (DE-588)118581090","Rötel, Kaspar; (DE-588)1037507312",1627,TravelogueD17 Nordamerika Ozeanien Südamerika,,"Continvatio Americae, Das ist: Fortsetzung der Historien von der Newen Welt/ oder Nidergängischen Jndien/ waran es auff diese Zeit noch anhero ermangelt.; Darinnen erstlich ein sattsame vnd gründtliche Beschreibung deß Newen Engellandts/ welches die Englische das New erfundene Landt nennen/ so bißher noch nicht an Tag kommen. Zum Andern/ Ein außführlichere Erzehlung von Beschaffenheit der Landtschafften Virginia, Brasilia, Guiana, vnd Jnsuln Bermuda, deren man bißhero schlechte vnd vnvollkommene Wissenschafft gehabt. Drittens/ Gantz newer aber doch warhafftiger Bericht/ von dem bißher noch vnerkanten grossen Theil deß Erdekreises/ Terra Australia, oder Incognita, daruon noch in keiner Reise oder Schiffarth meldung beschehen. Sampt allem dem jenigen/ was in einer vnd andern beschriebenen Landschafft/ nichts außgescheiden/ denckwürdigs zu sehen/ vnd mit Lust vnd Verwunderung anzuhören. Am Ende ist vmb gleichheit der Materien willen/ hierbey gefügt ein weitläufftiger Discurs/ wie die Statt S. Saluator vnnd Baia in Brasilien, respectiue verlohren vnd wider gewunnen worden. Alles mit beygefügten Kupfferstücken vnd zu gehörigen gantz newen lustigen Landtschaftten/ erläutert vnd geziert/ auch biß auff das 1627. Jahr continuirt"
AC11092938,Z185157806,http://data.onb.ac.at/ABO/%2BZ185157806,Frankfurt am Main; (DE-588)4018118-2,"Merian, Matthaeus; (DE-588)118581090","Aubry, David; (DE-588)135773199",1630,TravelogueD17 Nordamerika,,"Vierzehender Theil Americanischer Historien/ Jnhaltend/ Erstlich/ Warhafftige Beschreibung etlicher West=Jndianischer Landen in dem Theil Americæ gegen Mitternacht hinder Nova Hispania gelegen/; Alß New Mexico, Cibola, Cinaloa, Quiuira, vnd anderer/ deren bißher in vnserm West=Jndianischen Werck theils gar nicht/ theils sehr wenig gedacht worden/ sampt Denckwürdigen Geschichten vnd Wunderwercken der Natur in Jucatan, Guatimala, Fonduras, vnd Panama, Wie auch vom Zustandt etlicher Englischen Colonien, wie sich die in lauffendem 1630. Jahr befinden. Zum Andern/ Eine Schiffart der Holländer vnder dem Admiral Jacob Eremiten vmb die gantze Welt/ vnd was jhm auff dieser sehr langen vnd gefährlichen Reyse begegnet/ alles in Form eines Jurnals oder Tagregisters fleissig verzeichnet. Zum Dritten/ Historische Erzehlung/ welcher gestalt die sehr reiche Spanische Silberflotta durch Peter Hein/ General der Holländischen Armada in dem Hafen Matanza der Jnsul Cuba im September deß 1628. ertapt vnd  heim gebracht worden. Zum Vierdten/ Was massen die Statt Olinda de Fernambucco in Brasilien/ sampt dem Meerport vnd dabey ligenden Castellen/ durch die Holländer vnder dem General Heinrich Cornelis Lunck erobert worden/ im Monat Februario deß Jahrs 1630. Alles mit Zugehörigen Tafeln vnd Kupfferstücken gezieret/ Verlegt vnd an den Tag gegeben Durch Mattheum Merian/ Buchhändlern vnd Kunststechern zu Franckfurt am Mayn"
AC11095660,Z185144708,http://data.onb.ac.at/ABO/%2BZ185144708,Frankfurt am Main; (DE-588)4018118-2,"Bry, Johann Theodor <<de>>; (DE-588)11851640X","Becker, Katharina",1613,TravelogueD17 Asien Ozeanien,"Descriptio ac delineatio geographica detectonis freti; sive Transitus ad occasum, supra terras Americanas, in Chinam atque Japonem ducturi, recens investigati ab M. Henrico Hudsono Ango","Zehender Theil der Orientalischen Jndien begreiffendt Eine kurtze Beschreibung der neuwen Schiffart gegen NordtOsten/ vber die Amerische Jnseln in Chinam vnd Iapponiam, von einem Engelländer Henrich Hudson newlich erfunden/ beneben kurtzer Andeutung der Jnseln vnd Oerter/ so auff derselben Reyse von den Holländern hiebevor entdeckt worden/ auß Johann Hegen von Lintschotten Reise gezogen; Jtem Ein Discurs an Jhr Kön. Maj. in Spanien/ wegen deß fünfften Theils der Welt/ Terra Australis incognita genannt/ von einem Capitein Petro Ferdinandes de Quir, &c. vbergeben. Beneben Einer Delineation vnnd Beschreibung der Länder der Samojeden vnd Tingoesen/ in der Tartarey gegen Morgen der Enge oder Vberfahrt bey Weygats gelegen/ so newlich von den Moßcowitern entdecket vnd eingenommen; Alles dem gemeinen Vatterlandt zum besten in Hochteutscher Sprach beschrieben Durch M. Gothardum Arthusen von Dantzick. Mit etlichen Landttaffeln vnd Kupfferstücken geziehret durch Johann=Theodor de Bry"
AC11095721,Z185144605,http://data.onb.ac.at/ABO/%2BZ185144605,Oppenheim; (DE-588)4043637-8,"Bry, Johann Theodor <<de>>; (DE-588)11851640X","Galler, Hieronymus; (DE-588)136199127",1618,TravelogueD17 Arktis Asien,,"Eilffter Theil Der Orientalischen Jndien/ Darinnen erstlich begriffen werden zwo Schiffahrten Herrn Americi Vesputii/ welche er auß Befehl Königs Emanuelis von Portugall Anno 1501. in OstJndien vorgenommen; Zum anderen/ ein warhafftiger vnd zuvor nie erhörter Bericht eines Englischen/ welcher/ nach dem er in einem Schiff/ die Auffahrt genandt/ in Cambaja dem eussersten Theil OstJndiens Schiffbruch gelidten/ zu Land durch viele vnbekandte Königreich vnd grosse Stätte gereiset/ vnd was jhme vberall begegnet vnd zuhanden gestossen. Zum dritten/ ein historische Beschreibung von Erfindung vnd Beschaffenheit der Landschafft Spitzberg/ etc. Jtem/ ein kurtze Erzehlung/ was alle andere Fischer Anno 1613. von den Englischen erlidten/ neben angehängter Protestation, wider der Engelländer angemaßten Erbgerichtigkeit/ vber gedachte Landschafft Spitzberg/ etc. Alles auffs trewliche von newem auß dem Latein/ Englischen vnd Frantzösischen in vnser hoch Teutsche Sprache gebracht. Sampt vielen schönen künstlichen Figuren in Kupffer gestochen vnd an Tag geben durch Johan= Theodor de Bry Bürgern vnd Buchhändlern zu Oppenheim"
